Gene	s1_p16_neg_PBS	s2_p16_neg_PBS	s3_p16_neg_PBS	s4_p16_neg_PBS	s1_p16_pos_PBS	s2_p16_pos_PBS	s3_p16_pos_PBS	s4_p16_pos_PBS	s1_p16_neg_LPS	s2_p16_neg_LPS	s3_p16_neg_LPS	s4_p16_neg_LPS	s1_p16_pos_LPS	s2_p16_pos_LPS	s3_p16_pos_LPS	s4_p16_pos_LPS
Eif3l	2	1	4	5	2	3	4	11	2	1	3	11	4	2	4	23
Eif3m	1	2	1	1	0	1	0	6	1	0	0	1	1	0	0	4
Eif4a1	5	31	78	127	3	30	119	192	59	49	118	135	117	87	86	470
Eif4a2	0	0	0	1	0	1	0	1	1	0	0	2	0	1	1	4
Eif4a3	0	3	4	27	0	7	14	54	8	15	8	35	14	18	7	143
Eif4a3l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4b	0	3	7	18	1	7	31	71	8	7	5	86	17	26	9	292
Eif4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eif4e1b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4e2	3	8	8	27	2	10	9	23	7	31	23	19	30	28	5	71
Eif4e3	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	3
Eif4ebp1	1	5	4	15	0	1	9	29	2	5	3	15	4	7	6	85
Eif4ebp2	0	0	0	0	0	0	0	5	1	0	0	8	1	2	0	10
Eif4ebp3	0	0	1	9	0	1	6	16	2	0	1	6	5	7	1	38
Eif4enif1	0	0	0	0	0	0	1	3	0	1	1	0	2	1	0	4
Eif4g1	2	32	100	128	1	62	143	258	54	96	98	238	97	162	42	528
Eif4g2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Eif4g3	4	6	30	69	5	18	38	85	15	17	23	58	19	41	22	158
Eif4h	0	10	11	20	0	14	37	127	20	11	4	116	15	41	19	328
Eif5	2	2	1	1	0	3	2	1	2	1	3	4	0	2	0	18
Eif5a	19	74	210	236	2	93	400	611	122	87	122	616	127	218	174	1432
Eif5a2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eif5b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eif6	1	5	8	18	0	3	7	35	7	7	4	38	8	21	6	113
Eipr1	0	1	1	1	0	0	2	3	1	0	1	2	1	2	0	22
Elac1	0	0	0	0	0	1	0	4	0	2	0	0	0	1	2	0
Elac2	0	5	6	8	1	4	9	21	4	5	5	4	3	11	4	30
Elane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
Elavl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elavl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eldr	0	0	1	1	0	0	0	4	0	1	0	0	0	0	0	0
Elf1	1	0	1	8	0	2	0	1	1	1	0	8	1	1	1	13
Elf2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1
Elf3	0	4	1	3	0	7	10	14	1	0	0	0	3	56	1	7
Elf4	0	0	4	14	0	1	0	14	2	0	3	11	4	0	1	34
Elf5	0	0	0	0	1	1	0	1	1	0	1	0	0	5	0	0
Elfn1	0	0	0	0	0	4	3	5	0	0	0	1	0	2	1	1
Elfn2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Elk1	0	6	9	16	0	2	28	38	7	11	13	36	18	23	13	101
Elk3	0	5	6	16	3	10	13	41	3	5	12	11	5	13	6	46
Elk4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
Ell	0	1	9	12	0	3	12	35	5	9	2	29	13	11	5	113
Ell2	0	0	1	0	1	0	1	2	0	0	1	4	3	3	0	17
Ell3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3
Elmo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmo2	0	0	0	0	0	0	3	3	0	0	0	5	1	0	0	7
Elmo3	0	2	0	2	0	0	1	4	1	0	0	3	0	2	0	2
Elmod1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Elmod2	0	1	0	0	0	0	0	5	1	1	2	2	0	2	0	4
Elmod3	0	1	3	3	0	4	0	8	2	4	2	2	2	8	2	14
Elmsan1	0	0	1	1	0	0	0	6	0	3	0	9	1	0	0	16
Eln	0	0	0	2	1	10	5	22	0	2	0	1	4	19	2	6
Eloa	0	1	4	2	3	1	4	6	1	0	2	4	2	7	1	22
Elob	5	14	34	92	1	27	57	113	12	60	38	122	34	97	26	356
Elobl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eloc	2	1	2	4	0	1	4	12	2	2	3	16	2	4	1	30
Elof1	5	7	17	35	3	41	34	92	20	28	43	44	48	307	27	169
Elovl1	9	56	44	167	3	111	109	261	45	123	72	139	111	129	27	302
Elovl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Elovl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl5	0	4	1	1	0	1	0	7	1	0	0	2	0	1	1	17
Elovl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Elp2	0	0	2	3	1	2	1	17	0	3	2	12	2	8	2	61
Elp3	0	4	6	13	0	3	7	25	2	3	7	13	10	17	7	53
Elp4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Elp5	0	1	5	6	0	0	5	7	1	2	1	8	4	3	2	32
Elp6	0	0	2	2	0	0	1	4	0	1	1	4	2	3	2	14
Emb	1	3	1	1	4	2	0	1	2	0	0	3	0	1	0	2
Emc1	0	0	1	0	0	0	1	1	0	0	1	6	0	2	0	6
Emc10	2	15	44	104	3	28	81	189	34	49	133	148	98	106	59	483
Emc2	1	0	0	1	0	0	1	0	1	1	1	2	0	1	1	1
Emc3	0	2	4	10	3	2	8	25	4	7	10	31	10	9	4	101
Emc4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Emc6	1	1	5	9	2	6	20	34	15	6	5	33	7	28	4	106
Emc7	5	8	13	28	0	8	22	48	5	7	3	44	3	13	6	154
Emc8	0	0	2	6	0	3	3	10	1	3	1	5	4	5	2	32
Emc9	0	0	6	2	0	0	5	8	1	3	0	7	2	7	3	24
Emcn	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
Emd	0	5	4	11	1	4	7	28	1	1	1	13	1	8	1	55
Eme1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
Eme2	0	0	2	6	0	3	2	11	0	0	5	4	1	4	0	15
Emg1	0	1	1	7	0	3	7	13	0	1	2	15	3	5	4	65
Emid1	0	0	1	0	0	0	2	5	0	0	0	0	0	1	1	3
Emilin1	0	0	7	9	1	2	9	19	7	15	14	53	7	8	8	101
Emilin2	0	1	7	12	2	10	7	37	3	6	0	29	6	10	2	64
Emilin3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml1	0	0	2	0	0	0	0	6	0	0	0	0	0	5	0	2
Eml2	0	5	10	9	0	14	13	31	7	2	4	37	10	70	10	92
Eml3	0	10	5	45	0	7	16	43	7	17	16	28	15	10	5	76
Eml4	0	1	0	3	1	2	2	10	0	1	1	4	1	1	0	13
Eml5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eml6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emp1	0	0	0	1	2	0	2	0	0	0	0	2	1	0	0	2
Emp2	2	1	0	2	4	4	3	16	4	0	0	1	2	5	1	1
Emp3	5	36	84	173	1	33	106	288	55	118	112	325	71	79	83	1009
Emsy	2	25	35	63	1	18	58	87	46	29	36	66	44	46	24	139
Emx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emx2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
En1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
En2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enah	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
Enam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enc1	0	0	0	0	0	0	1	3	0	0	0	3	0	0	0	6
Endod1	0	0	0	1	0	0	1	3	2	0	0	1	0	2	1	13
Endog	7	11	6	17	2	21	23	48	13	19	11	21	41	309	11	107
Endou	1	7	1	2	1	11	2	17	0	5	1	0	4	7	4	1
Endov	0	0	1	0	0	1	0	3	0	0	1	3	0	4	0	4
Eng	3	14	7	28	3	63	60	229	3	27	10	37	11	64	20	129
Engase	2	1	5	7	0	4	5	12	3	4	7	12	6	15	1	34
Enho	0	1	2	4	1	16	13	34	3	2	1	10	4	8	8	11
Enkd1	1	1	2	5	1	4	3	9	0	2	0	1	4	30	1	10
Enkur	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0
Eno1	0	0	2	0	0	1	4	6	0	2	2	11	2	2	0	28
Eno1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno2	0	0	0	0	0	1	0	6	0	1	0	5	0	6	2	10
Eno3	1	3	4	5	0	2	7	23	1	0	0	16	4	2	5	10
Eno4	2	2	0	0	0	0	1	2	0	0	0	0	0	18	0	2
Enoph1	0	4	0	8	0	2	12	24	1	13	9	24	9	6	6	71
Enox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enox2	1	1	0	1	0	0	1	0	1	0	0	0	0	0	2	0
Enpep	0	0	0	2	0	1	1	2	1	0	0	0	0	2	0	1
Enpp1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
Enpp2	0	0	0	1	0	0	0	4	0	0	0	0	0	3	1	1
Enpp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp4	0	1	0	1	0	0	1	2	1	1	0	0	0	1	1	2
Enpp5	0	1	0	0	0	3	2	3	3	1	0	5	1	6	1	12
Enpp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enpp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensa	0	3	4	23	1	13	14	56	9	28	19	56	32	24	14	243
Enthd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd1	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0
Entpd2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0
Entpd3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Entpd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd5	0	0	0	2	0	1	1	0	1	0	0	1	1	7	0	6
Entpd6	0	3	2	6	0	4	2	15	1	6	5	8	2	5	4	19
Entpd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Entr1	1	16	21	21	3	13	37	65	11	16	48	42	39	41	18	135
Eny2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eogt	2	1	3	0	1	2	2	8	1	0	1	4	0	2	0	13
Eomes	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1
Ep300	1	2	3	1	1	1	2	2	3	1	0	6	1	4	1	2
Ep400	1	0	2	1	1	1	5	5	1	0	1	4	1	1	0	14
Epas1	40	25	12	42	40	82	105	341	15	14	7	21	9	111	29	87
Epb41	1	1	1	13	0	4	4	17	0	6	5	12	11	11	3	35
Epb41l1	0	2	0	2	0	1	2	4	1	0	1	1	1	1	0	8
Epb41l2	1	2	0	4	2	2	3	8	2	0	2	4	2	2	3	15
Epb41l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epb41l4a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Epb41l4aos	2	2	3	4	0	10	17	31	12	8	3	75	17	15	13	122
Epb41l4b	1	0	0	1	1	0	0	0	2	2	0	2	0	2	0	1
Epb41l5	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0
Epb42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epc1	1	0	2	2	0	0	5	5	1	1	1	10	2	3	1	11
Epc2	2	0	1	1	0	1	0	8	0	0	1	2	0	3	1	15
Epcam	1	2	8	7	2	4	7	10	3	0	0	0	0	10	0	8
Epdr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epg5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Epgn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha1	0	0	0	1	0	0	0	3	0	0	0	1	1	7	0	1
Epha10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Epha2	0	1	1	1	1	15	4	20	1	1	4	3	6	39	3	11
Epha3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3
Epha5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epha8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Ephb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb3	1	1	0	0	0	13	4	9	3	1	1	1	3	44	3	3
Ephb4	0	2	7	9	1	28	31	47	2	1	2	5	5	23	10	6
Ephb6	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
Ephx1	3	4	1	2	1	9	7	22	6	8	3	23	8	46	6	129
Ephx2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ephx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephx4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Epm2a	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Epm2aip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epn1	7	55	109	108	6	68	213	382	111	91	75	342	111	158	114	753
Epn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epn3	0	2	0	2	0	6	2	4	0	1	1	0	4	15	2	3
Epo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epop	0	1	1	5	0	3	5	4	0	3	3	3	1	5	1	5
Epor	0	0	4	5	1	1	1	10	0	1	1	0	1	3	1	7
Epp13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eppin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eppk1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0
Eprn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eprs	0	0	1	1	0	0	1	4	2	0	1	3	1	4	0	16
Eps15	0	1	1	3	2	0	0	1	1	0	2	5	0	1	0	6
Eps15l1	1	2	9	18	0	5	11	28	4	9	4	27	3	5	3	59
Eps8	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	3
Eps8l1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0
Eps8l2	2	1	0	6	0	6	4	6	2	1	0	0	5	57	0	12
Eps8l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epsti1	0	0	2	0	1	1	1	17	0	0	2	14	1	2	1	32
Epx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epyc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eqtn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eral1	0	0	0	0	0	2	2	1	0	1	0	0	1	2	0	8
Erap1	0	0	1	1	4	1	1	6	0	0	4	2	0	4	3	7
Eras	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb2	0	1	3	6	1	20	12	23	6	3	6	11	7	52	7	29
Erbb3	0	0	0	0	1	1	1	0	1	0	0	0	0	2	0	0
Erbb4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Erbin	1	0	1	0	0	3	2	9	0	2	1	9	0	1	1	16
Erc1	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	3
Erc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc1	0	0	2	8	0	2	4	6	1	0	1	5	4	8	1	21
Ercc2	2	15	15	22	3	18	17	57	11	18	25	37	23	36	20	75
Ercc3	0	0	2	9	0	4	4	19	3	2	0	17	0	5	0	37
Ercc4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc5	0	1	0	5	1	2	0	10	0	2	0	2	0	2	1	16
Ercc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ercc6l	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
Ercc6l2	1	0	1	1	0	0	0	0	0	1	0	2	0	0	0	1
Ercc8	0	0	0	1	0	1	0	5	1	0	0	1	1	0	1	7
Erdr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ereg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erf	2	14	7	15	0	25	27	52	20	9	8	25	20	49	13	85
Erfe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erfl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erg	0	3	0	0	2	10	3	6	0	0	0	0	1	1	0	0
Erg28	2	8	9	21	0	10	20	42	9	21	15	55	19	50	11	163
Ergic1	0	7	0	7	1	2	8	18	4	3	0	16	6	12	3	44
Ergic2	0	2	1	4	1	1	1	8	1	2	1	2	1	6	2	10
Ergic3	1	11	10	27	0	15	30	63	7	20	13	59	12	53	11	195
Erh	0	0	0	0	0	1	0	1	0	0	1	1	0	2	0	5
Eri1	0	0	1	1	0	0	0	3	0	0	0	1	0	1	0	5
Eri2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Eri3	1	12	24	39	1	18	36	63	11	13	38	66	31	38	25	167
Erich1	0	0	0	2	0	1	3	3	1	0	1	3	1	3	1	2
Erich2	1	3	0	2	3	7	6	9	2	2	3	1	13	137	1	18
Erich3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Erich4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erich5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erich6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erich6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erlec1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1
Erlin1	0	0	1	2	0	0	1	7	0	1	3	4	1	0	1	18
Erlin2	1	7	5	12	1	4	12	23	3	7	5	15	27	29	2	65
Ermap	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ermard	0	1	1	0	1	2	0	1	0	0	0	0	0	0	1	3
Ermn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ermp1	0	0	0	0	1	1	0	1	0	1	3	1	0	0	0	0
Ern1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
Ern2	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	5
Ero1l	0	0	0	0	1	0	1	1	1	0	0	0	0	0	2	0
Ero1lb	0	0	0	0	0	0	0	3	0	0	0	2	0	4	0	14
Erp27	0	0	1	1	0	1	0	1	2	1	1	0	1	1	1	2
Erp29	30	86	252	314	2	87	342	622	246	349	310	788	394	336	282	1774
Erp44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Errfi1	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	1
Erv3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esam	1	8	2	13	1	41	46	102	2	3	1	7	6	29	10	15
Esco1	3	1	0	2	1	0	1	0	1	0	2	3	0	0	2	3
Esco2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esd	1	4	1	2	3	0	1	4	2	0	5	4	2	1	0	14
Esf1	1	0	0	0	1	0	0	1	1	0	0	2	0	2	1	6
Esm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esp8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Espl1	1	0	4	7	0	1	7	9	2	4	5	22	6	5	6	45
Espn	0	2	8	7	0	6	10	22	10	3	10	23	11	29	11	41
Espnl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Esr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrp1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Esrp2	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
Esrra	8	40	69	81	5	33	116	192	77	80	110	134	135	100	70	306
Esrrb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esrrg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ess2	0	0	3	3	0	0	0	4	1	0	0	4	1	3	0	12
Esx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Esyt1	1	8	21	50	4	8	28	64	10	37	28	176	21	28	9	465
Esyt2	0	0	0	1	0	0	2	2	0	1	0	2	1	0	1	2
Esyt3	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1
Etaa1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2
Etaa1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etf1	0	1	2	1	0	2	1	4	6	2	5	13	0	2	1	7
Etfa	1	0	1	2	0	0	1	1	1	0	0	1	2	4	0	5
Etfb	9	84	176	326	2	72	232	380	149	232	276	344	248	229	168	925
Etfbkmt	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Etfdh	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1
Etfrf1	3	1	1	0	0	0	3	1	0	0	0	7	1	1	1	3
Ethe1	0	3	7	16	0	5	5	23	2	7	13	13	6	11	2	38
Etl4	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0
Etnk1	2	0	2	1	8	3	1	17	1	0	1	4	1	8	0	30
Etnk2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Etnppl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etohd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ets1	1	0	2	1	0	1	1	12	0	0	0	2	0	0	1	1
Ets2	4	4	7	14	5	11	8	33	2	4	0	15	1	13	2	44
Etv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv3	0	0	2	5	0	3	4	18	3	2	0	12	3	11	4	17
Etv3l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv4	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0
Etv5	1	2	2	1	3	4	6	20	2	0	4	3	2	4	2	6
Etv6	0	0	2	3	0	1	2	10	1	2	0	9	3	0	1	17
Eva1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eva1b	2	2	4	19	0	6	15	27	5	7	6	22	7	17	2	79
Eva1c	0	0	0	0	0	5	1	5	0	2	1	1	1	23	2	5
Evc	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2
Evc2	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	0
Evi2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi2a	0	0	1	2	0	1	4	3	0	2	0	7	2	1	2	14
Evi2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evi5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
Evi5l	0	0	4	4	1	6	1	1	1	0	2	5	0	3	2	17
Evl	3	18	33	184	0	12	50	147	23	76	86	181	47	52	37	664
Evpl	0	1	0	0	0	2	1	1	0	0	1	0	1	9	0	1
Evx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evx1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Evx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ewsr1	0	2	19	35	1	6	47	111	15	12	15	104	13	37	28	285
Exd1	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	1
Exd2	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	2
Exo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exo5	0	0	2	1	0	1	1	1	2	1	0	1	0	0	1	7
Exoc1	1	1	2	0	2	0	0	4	0	0	1	3	0	0	0	3
Exoc2	0	2	0	1	0	0	0	8	1	1	2	2	1	6	3	30
Exoc3	0	0	0	0	0	0	0	4	0	0	1	2	0	0	1	6
Exoc3l	0	1	0	6	0	4	7	17	2	0	1	2	0	3	1	8
Exoc3l2	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0
Exoc3l4	0	1	1	5	0	2	0	5	2	3	1	7	4	3	1	24
Exoc4	0	0	2	3	1	1	0	2	0	2	1	7	0	2	1	13
Exoc5	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	3
Exoc6	0	0	0	0	0	1	2	2	0	0	1	3	0	2	0	13
Exoc6b	0	0	3	3	0	2	0	4	1	1	2	5	2	5	1	13
Exoc7	0	1	1	6	0	2	6	10	2	2	1	6	4	2	3	23
Exoc8	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2
Exog	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1
Exosc1	1	1	0	2	0	0	1	5	2	0	0	1	0	2	1	8
Exosc10	0	0	1	11	0	2	5	9	0	5	4	4	3	6	0	25
Exosc2	0	1	1	6	0	2	9	12	3	1	3	10	4	7	1	30
Exosc3	1	1	0	2	0	2	2	5	5	3	1	7	2	2	0	29
Exosc4	1	7	18	22	0	14	32	49	17	23	27	54	28	42	17	105
Exosc5	3	21	50	67	0	10	74	117	20	23	56	79	42	53	36	204
Exosc6	0	1	1	2	0	4	9	17	2	1	1	14	4	6	3	36
Exosc7	0	3	2	12	0	5	10	35	4	4	8	13	3	13	5	37
Exosc8	0	2	1	13	0	3	7	11	2	5	3	13	1	9	2	30
Exosc9	0	1	1	2	0	0	1	2	0	1	1	2	3	2	1	16
Exph5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
